user_id,cluster,segment
143800,2,Moderate Engagement
143801,3,Occasional / Content-Light
143802,0,High Engagement
143803,0,High Engagement
143804,1,Low Engagement / At-Risk
143805,1,Low Engagement / At-Risk
143806,0,High Engagement
143807,1,Low Engagement / At-Risk
143808,2,Moderate Engagement
143809,0,High Engagement
143810,2,Moderate Engagement
143811,1,Low Engagement / At-Risk
143812,0,High Engagement
143813,3,Occasional / Content-Light
143814,2,Moderate Engagement
143815,2,Moderate Engagement
143816,3,Occasional / Content-Light
143817,0,High Engagement
143818,0,High Engagement
143819,1,Low Engagement / At-Risk
143820,2,Moderate Engagement
143821,0,High Engagement
143822,0,High Engagement
143823,1,Low Engagement / At-Risk
143824,1,Low Engagement / At-Risk
143825,3,Occasional / Content-Light
143826,0,High Engagement
143827,0,High Engagement
143828,2,Moderate Engagement
143829,1,Low Engagement / At-Risk
143830,1,Low Engagement / At-Risk
143831,1,Low Engagement / At-Risk
143832,0,High Engagement
143833,0,High Engagement
143834,1,Low Engagement / At-Risk
143835,0,High Engagement
143836,0,High Engagement
143837,1,Low Engagement / At-Risk
143838,0,High Engagement
143839,1,Low Engagement / At-Risk
143840,2,Moderate Engagement
143841,2,Moderate Engagement
143842,1,Low Engagement / At-Risk
143843,0,High Engagement
143844,1,Low Engagement / At-Risk
143845,2,Moderate Engagement
143846,2,Moderate Engagement
143847,0,High Engagement
143848,1,Low Engagement / At-Risk
143849,1,Low Engagement / At-Risk
143850,1,Low Engagement / At-Risk
143851,3,Occasional / Content-Light
143852,0,High Engagement
143853,2,Moderate Engagement
143854,2,Moderate Engagement
143855,3,Occasional / Content-Light
143856,0,High Engagement
143857,0,High Engagement
143858,0,High Engagement
143859,1,Low Engagement / At-Risk
143860,3,Occasional / Content-Light
143861,1,Low Engagement / At-Risk
143862,1,Low Engagement / At-Risk
143863,0,High Engagement
143864,2,Moderate Engagement
143865,2,Moderate Engagement
143866,0,High Engagement
143867,1,Low Engagement / At-Risk
143868,1,Low Engagement / At-Risk
143869,0,High Engagement
143870,2,Moderate Engagement
143871,1,Low Engagement / At-Risk
143872,1,Low Engagement / At-Risk
143873,0,High Engagement
143874,2,Moderate Engagement
143875,2,Moderate Engagement
143876,3,Occasional / Content-Light
143877,3,Occasional / Content-Light
143878,0,High Engagement
143879,0,High Engagement
143880,3,Occasional / Content-Light
143881,0,High Engagement
143882,3,Occasional / Content-Light
143883,1,Low Engagement / At-Risk
143884,0,High Engagement
143885,2,Moderate Engagement
143886,0,High Engagement
143887,3,Occasional / Content-Light
143888,0,High Engagement
143889,3,Occasional / Content-Light
143890,0,High Engagement
143891,3,Occasional / Content-Light
143892,3,Occasional / Content-Light
143893,0,High Engagement
143894,0,High Engagement
143895,1,Low Engagement / At-Risk
143896,1,Low Engagement / At-Risk
143897,2,Moderate Engagement
143898,0,High Engagement
143899,2,Moderate Engagement
143900,2,Moderate Engagement
143901,0,High Engagement
143902,1,Low Engagement / At-Risk
143903,1,Low Engagement / At-Risk
143904,0,High Engagement
143905,0,High Engagement
143906,0,High Engagement
143907,1,Low Engagement / At-Risk
143908,2,Moderate Engagement
143909,2,Moderate Engagement
143910,2,Moderate Engagement
143911,2,Moderate Engagement
143912,0,High Engagement
143913,2,Moderate Engagement
143914,0,High Engagement
143915,0,High Engagement
143916,1,Low Engagement / At-Risk
143917,3,Occasional / Content-Light
143918,0,High Engagement
143919,1,Low Engagement / At-Risk
143920,0,High Engagement
143921,1,Low Engagement / At-Risk
143922,3,Occasional / Content-Light
143923,3,Occasional / Content-Light
143924,2,Moderate Engagement
143925,1,Low Engagement / At-Risk
143926,2,Moderate Engagement
143927,1,Low Engagement / At-Risk
143928,0,High Engagement
143929,3,Occasional / Content-Light
143930,1,Low Engagement / At-Risk
143931,0,High Engagement
143932,0,High Engagement
143933,0,High Engagement
143934,0,High Engagement
143935,0,High Engagement
143936,0,High Engagement
143937,3,Occasional / Content-Light
143938,3,Occasional / Content-Light
143939,0,High Engagement
143940,3,Occasional / Content-Light
143941,0,High Engagement
143942,0,High Engagement
143943,0,High Engagement
143944,1,Low Engagement / At-Risk
143945,0,High Engagement
143946,0,High Engagement
143947,0,High Engagement
143948,1,Low Engagement / At-Risk
143949,2,Moderate Engagement
143950,0,High Engagement
143951,3,Occasional / Content-Light
143952,0,High Engagement
143953,2,Moderate Engagement
143954,0,High Engagement
143955,1,Low Engagement / At-Risk
143956,0,High Engagement
143957,0,High Engagement
143958,0,High Engagement
143959,3,Occasional / Content-Light
143960,1,Low Engagement / At-Risk
143961,1,Low Engagement / At-Risk
143962,3,Occasional / Content-Light
143963,2,Moderate Engagement
143964,0,High Engagement
143965,0,High Engagement
143966,2,Moderate Engagement
143967,3,Occasional / Content-Light
143968,0,High Engagement
143969,0,High Engagement
143970,3,Occasional / Content-Light
143971,2,Moderate Engagement
143972,2,Moderate Engagement
143973,3,Occasional / Content-Light
143974,1,Low Engagement / At-Risk
143975,0,High Engagement
143976,3,Occasional / Content-Light
143977,0,High Engagement
143978,0,High Engagement
143979,0,High Engagement
143980,3,Occasional / Content-Light
143981,3,Occasional / Content-Light
143982,1,Low Engagement / At-Risk
143983,2,Moderate Engagement
143984,0,High Engagement
143985,3,Occasional / Content-Light
143986,0,High Engagement
143987,1,Low Engagement / At-Risk
143988,1,Low Engagement / At-Risk
143989,1,Low Engagement / At-Risk
143990,3,Occasional / Content-Light
143991,0,High Engagement
143992,0,High Engagement
143993,3,Occasional / Content-Light
143994,1,Low Engagement / At-Risk
143995,1,Low Engagement / At-Risk
143996,3,Occasional / Content-Light
143997,2,Moderate Engagement
143998,0,High Engagement
143999,0,High Engagement
144000,0,High Engagement
144001,2,Moderate Engagement
144002,2,Moderate Engagement
144003,0,High Engagement
144004,0,High Engagement
144005,0,High Engagement
144006,0,High Engagement
144007,1,Low Engagement / At-Risk
144008,2,Moderate Engagement
144009,2,Moderate Engagement
144010,1,Low Engagement / At-Risk
144011,3,Occasional / Content-Light
144012,2,Moderate Engagement
144013,2,Moderate Engagement
144014,0,High Engagement
144015,0,High Engagement
144016,2,Moderate Engagement
144017,3,Occasional / Content-Light
144018,2,Moderate Engagement
144019,1,Low Engagement / At-Risk
144020,1,Low Engagement / At-Risk
144021,0,High Engagement
144022,1,Low Engagement / At-Risk
144023,2,Moderate Engagement
144024,1,Low Engagement / At-Risk
144025,0,High Engagement
144026,2,Moderate Engagement
144027,2,Moderate Engagement
144028,1,Low Engagement / At-Risk
144029,3,Occasional / Content-Light
144030,0,High Engagement
144031,3,Occasional / Content-Light
144032,0,High Engagement
144033,3,Occasional / Content-Light
144034,3,Occasional / Content-Light
144035,0,High Engagement
144036,1,Low Engagement / At-Risk
144037,2,Moderate Engagement
144038,3,Occasional / Content-Light
144039,1,Low Engagement / At-Risk
144040,0,High Engagement
144041,2,Moderate Engagement
144042,3,Occasional / Content-Light
144043,1,Low Engagement / At-Risk
144044,0,High Engagement
144045,0,High Engagement
144046,3,Occasional / Content-Light
144047,3,Occasional / Content-Light
144048,2,Moderate Engagement
144049,2,Moderate Engagement
144050,2,Moderate Engagement
144051,0,High Engagement
144052,0,High Engagement
144053,1,Low Engagement / At-Risk
144054,0,High Engagement
144055,2,Moderate Engagement
144056,0,High Engagement
144057,3,Occasional / Content-Light
144058,0,High Engagement
144059,1,Low Engagement / At-Risk
144060,3,Occasional / Content-Light
144061,3,Occasional / Content-Light
144062,1,Low Engagement / At-Risk
144063,1,Low Engagement / At-Risk
144064,2,Moderate Engagement
144065,0,High Engagement
144066,2,Moderate Engagement
144067,0,High Engagement
144068,0,High Engagement
144069,1,Low Engagement / At-Risk
144070,3,Occasional / Content-Light
144071,0,High Engagement
144072,0,High Engagement
144073,0,High Engagement
144074,1,Low Engagement / At-Risk
144075,2,Moderate Engagement
144076,2,Moderate Engagement
144077,0,High Engagement
144078,3,Occasional / Content-Light
144079,2,Moderate Engagement
144080,1,Low Engagement / At-Risk
144081,3,Occasional / Content-Light
144082,2,Moderate Engagement
144083,0,High Engagement
144084,0,High Engagement
144085,0,High Engagement
144086,0,High Engagement
144087,2,Moderate Engagement
144088,2,Moderate Engagement
144089,3,Occasional / Content-Light
144090,0,High Engagement
144091,0,High Engagement
144092,2,Moderate Engagement
144093,1,Low Engagement / At-Risk
144094,0,High Engagement
144095,3,Occasional / Content-Light
144096,0,High Engagement
144097,0,High Engagement
144098,0,High Engagement
144099,2,Moderate Engagement
144100,1,Low Engagement / At-Risk
144101,1,Low Engagement / At-Risk
144102,0,High Engagement
144103,0,High Engagement
144104,2,Moderate Engagement
144105,0,High Engagement
144106,1,Low Engagement / At-Risk
144107,2,Moderate Engagement
144108,0,High Engagement
144109,2,Moderate Engagement
144110,1,Low Engagement / At-Risk
144111,3,Occasional / Content-Light
144112,3,Occasional / Content-Light
144113,2,Moderate Engagement
144114,0,High Engagement
144115,1,Low Engagement / At-Risk
144116,0,High Engagement
144117,0,High Engagement
144118,0,High Engagement
144119,0,High Engagement
144120,3,Occasional / Content-Light
144121,3,Occasional / Content-Light
144122,0,High Engagement
144123,1,Low Engagement / At-Risk
144124,2,Moderate Engagement
144125,1,Low Engagement / At-Risk
144126,2,Moderate Engagement
144127,3,Occasional / Content-Light
144128,1,Low Engagement / At-Risk
144129,3,Occasional / Content-Light
144130,0,High Engagement
144131,1,Low Engagement / At-Risk
144132,3,Occasional / Content-Light
144133,2,Moderate Engagement
144134,2,Moderate Engagement
144135,1,Low Engagement / At-Risk
144136,1,Low Engagement / At-Risk
144137,0,High Engagement
144138,1,Low Engagement / At-Risk
144139,2,Moderate Engagement
144140,0,High Engagement
144141,3,Occasional / Content-Light
144142,2,Moderate Engagement
144143,1,Low Engagement / At-Risk
144144,2,Moderate Engagement
144145,3,Occasional / Content-Light
144146,1,Low Engagement / At-Risk
144147,3,Occasional / Content-Light
144148,3,Occasional / Content-Light
144149,2,Moderate Engagement
144150,2,Moderate Engagement
144151,2,Moderate Engagement
144152,1,Low Engagement / At-Risk
144153,1,Low Engagement / At-Risk
144154,3,Occasional / Content-Light
144155,2,Moderate Engagement
144156,0,High Engagement
144157,3,Occasional / Content-Light
144158,1,Low Engagement / At-Risk
144159,0,High Engagement
144160,0,High Engagement
144161,1,Low Engagement / At-Risk
144162,2,Moderate Engagement
144163,3,Occasional / Content-Light
144164,2,Moderate Engagement
144165,1,Low Engagement / At-Risk
144166,1,Low Engagement / At-Risk
144167,0,High Engagement
144168,1,Low Engagement / At-Risk
144169,1,Low Engagement / At-Risk
144170,0,High Engagement
144171,1,Low Engagement / At-Risk
144172,3,Occasional / Content-Light
144173,3,Occasional / Content-Light
144174,0,High Engagement
144175,1,Low Engagement / At-Risk
144176,0,High Engagement
144177,2,Moderate Engagement
144178,2,Moderate Engagement
144179,0,High Engagement
144180,1,Low Engagement / At-Risk
144181,0,High Engagement
144182,0,High Engagement
144183,2,Moderate Engagement
144184,2,Moderate Engagement
144185,0,High Engagement
144186,1,Low Engagement / At-Risk
144187,0,High Engagement
144188,0,High Engagement
144189,2,Moderate Engagement
144190,0,High Engagement
144191,0,High Engagement
144192,2,Moderate Engagement
144193,3,Occasional / Content-Light
144194,2,Moderate Engagement
144195,1,Low Engagement / At-Risk
144196,3,Occasional / Content-Light
144197,2,Moderate Engagement
144198,3,Occasional / Content-Light
144199,0,High Engagement
144200,1,Low Engagement / At-Risk
144201,0,High Engagement
144202,2,Moderate Engagement
144203,2,Moderate Engagement
144204,2,Moderate Engagement
144205,0,High Engagement
144206,2,Moderate Engagement
144207,2,Moderate Engagement
144208,0,High Engagement
144209,0,High Engagement
144210,1,Low Engagement / At-Risk
144211,0,High Engagement
144212,2,Moderate Engagement
144213,0,High Engagement
144214,0,High Engagement
144215,0,High Engagement
144216,0,High Engagement
144217,3,Occasional / Content-Light
144218,0,High Engagement
144219,1,Low Engagement / At-Risk
144220,0,High Engagement
144221,1,Low Engagement / At-Risk
144222,3,Occasional / Content-Light
144223,1,Low Engagement / At-Risk
144224,2,Moderate Engagement
144225,2,Moderate Engagement
144226,0,High Engagement
144227,0,High Engagement
144228,2,Moderate Engagement
144229,0,High Engagement
144230,2,Moderate Engagement
144231,1,Low Engagement / At-Risk
144232,2,Moderate Engagement
144233,0,High Engagement
144234,1,Low Engagement / At-Risk
144235,0,High Engagement
144236,3,Occasional / Content-Light
144237,0,High Engagement
144238,3,Occasional / Content-Light
144239,2,Moderate Engagement
144240,2,Moderate Engagement
144241,1,Low Engagement / At-Risk
144242,2,Moderate Engagement
144243,0,High Engagement
144244,3,Occasional / Content-Light
144245,1,Low Engagement / At-Risk
144246,3,Occasional / Content-Light
144247,2,Moderate Engagement
144248,2,Moderate Engagement
144249,3,Occasional / Content-Light
144250,2,Moderate Engagement
144251,0,High Engagement
144252,2,Moderate Engagement
144253,2,Moderate Engagement
144254,2,Moderate Engagement
144255,3,Occasional / Content-Light
144256,0,High Engagement
144257,0,High Engagement
144258,3,Occasional / Content-Light
144259,1,Low Engagement / At-Risk
144260,2,Moderate Engagement
144261,0,High Engagement
144262,2,Moderate Engagement
144263,0,High Engagement
144264,3,Occasional / Content-Light
144265,0,High Engagement
144266,3,Occasional / Content-Light
144267,2,Moderate Engagement
144268,1,Low Engagement / At-Risk
144269,3,Occasional / Content-Light
144270,2,Moderate Engagement
144271,0,High Engagement
144272,2,Moderate Engagement
144273,2,Moderate Engagement
144274,2,Moderate Engagement
144275,0,High Engagement
144276,0,High Engagement
144277,1,Low Engagement / At-Risk
144278,0,High Engagement
144279,0,High Engagement
144280,1,Low Engagement / At-Risk
144281,0,High Engagement
144282,2,Moderate Engagement
144283,3,Occasional / Content-Light
144284,2,Moderate Engagement
144285,1,Low Engagement / At-Risk
144286,1,Low Engagement / At-Risk
144287,0,High Engagement
144288,2,Moderate Engagement
144289,0,High Engagement
144290,1,Low Engagement / At-Risk
144291,2,Moderate Engagement
144292,0,High Engagement
144293,1,Low Engagement / At-Risk
144294,0,High Engagement
144295,2,Moderate Engagement
144296,0,High Engagement
144297,1,Low Engagement / At-Risk
144298,0,High Engagement
144299,0,High Engagement
144300,0,High Engagement
144301,0,High Engagement
144302,2,Moderate Engagement
144303,1,Low Engagement / At-Risk
144304,0,High Engagement
144305,1,Low Engagement / At-Risk
144306,1,Low Engagement / At-Risk
144307,1,Low Engagement / At-Risk
144308,0,High Engagement
144309,0,High Engagement
144310,3,Occasional / Content-Light
144311,2,Moderate Engagement
144312,2,Moderate Engagement
144313,2,Moderate Engagement
144314,0,High Engagement
144315,1,Low Engagement / At-Risk
144316,3,Occasional / Content-Light
144317,2,Moderate Engagement
144318,0,High Engagement
144319,2,Moderate Engagement
144320,1,Low Engagement / At-Risk
144321,2,Moderate Engagement
144322,3,Occasional / Content-Light
144323,0,High Engagement
144324,0,High Engagement
144325,1,Low Engagement / At-Risk
144326,3,Occasional / Content-Light
144327,2,Moderate Engagement
144328,0,High Engagement
144329,0,High Engagement
144330,2,Moderate Engagement
144331,1,Low Engagement / At-Risk
144332,0,High Engagement
144333,0,High Engagement
144334,1,Low Engagement / At-Risk
144335,3,Occasional / Content-Light
144336,3,Occasional / Content-Light
144337,0,High Engagement
144338,2,Moderate Engagement
144339,0,High Engagement
144340,3,Occasional / Content-Light
144341,3,Occasional / Content-Light
144342,0,High Engagement
144343,0,High Engagement
144344,2,Moderate Engagement
144345,0,High Engagement
144346,1,Low Engagement / At-Risk
144347,2,Moderate Engagement
144348,1,Low Engagement / At-Risk
144349,0,High Engagement
144350,0,High Engagement
144351,2,Moderate Engagement
144352,0,High Engagement
144353,1,Low Engagement / At-Risk
144354,2,Moderate Engagement
144355,2,Moderate Engagement
144356,3,Occasional / Content-Light
144357,3,Occasional / Content-Light
144358,1,Low Engagement / At-Risk
144359,3,Occasional / Content-Light
144360,1,Low Engagement / At-Risk
144361,2,Moderate Engagement
144362,0,High Engagement
144363,1,Low Engagement / At-Risk
144364,2,Moderate Engagement
144365,3,Occasional / Content-Light
144366,3,Occasional / Content-Light
144367,3,Occasional / Content-Light
144368,3,Occasional / Content-Light
144369,0,High Engagement
144370,3,Occasional / Content-Light
144371,3,Occasional / Content-Light
144372,1,Low Engagement / At-Risk
144373,1,Low Engagement / At-Risk
144374,1,Low Engagement / At-Risk
144375,0,High Engagement
144376,2,Moderate Engagement
144377,3,Occasional / Content-Light
144378,0,High Engagement
144379,3,Occasional / Content-Light
144380,1,Low Engagement / At-Risk
144381,0,High Engagement
144382,3,Occasional / Content-Light
144383,1,Low Engagement / At-Risk
144384,2,Moderate Engagement
144385,2,Moderate Engagement
144386,0,High Engagement
144387,0,High Engagement
144388,0,High Engagement
144389,0,High Engagement
144390,1,Low Engagement / At-Risk
144391,0,High Engagement
144392,2,Moderate Engagement
144393,3,Occasional / Content-Light
144394,0,High Engagement
144395,3,Occasional / Content-Light
144396,2,Moderate Engagement
144397,1,Low Engagement / At-Risk
144398,1,Low Engagement / At-Risk
144399,0,High Engagement
144400,3,Occasional / Content-Light
144401,0,High Engagement
144402,3,Occasional / Content-Light
144403,0,High Engagement
144404,3,Occasional / Content-Light
144405,2,Moderate Engagement
144406,2,Moderate Engagement
144407,0,High Engagement
144408,3,Occasional / Content-Light
144409,2,Moderate Engagement
144410,0,High Engagement
144411,0,High Engagement
144412,0,High Engagement
144413,3,Occasional / Content-Light
144414,2,Moderate Engagement
144415,3,Occasional / Content-Light
144416,2,Moderate Engagement
144417,2,Moderate Engagement
144418,1,Low Engagement / At-Risk
144419,3,Occasional / Content-Light
144420,1,Low Engagement / At-Risk
144421,2,Moderate Engagement
144422,2,Moderate Engagement
144423,0,High Engagement
144424,1,Low Engagement / At-Risk
144425,0,High Engagement
144426,3,Occasional / Content-Light
144427,1,Low Engagement / At-Risk
144428,0,High Engagement
144429,2,Moderate Engagement
144430,0,High Engagement
144431,0,High Engagement
144432,0,High Engagement
144433,1,Low Engagement / At-Risk
144434,2,Moderate Engagement
144435,0,High Engagement
144436,2,Moderate Engagement
144437,1,Low Engagement / At-Risk
144438,2,Moderate Engagement
144439,0,High Engagement
144440,1,Low Engagement / At-Risk
144441,2,Moderate Engagement
144442,1,Low Engagement / At-Risk
144443,1,Low Engagement / At-Risk
144444,1,Low Engagement / At-Risk
144445,0,High Engagement
144446,3,Occasional / Content-Light
144447,1,Low Engagement / At-Risk
144448,3,Occasional / Content-Light
144449,2,Moderate Engagement
144450,1,Low Engagement / At-Risk
144451,3,Occasional / Content-Light
144452,3,Occasional / Content-Light
144453,2,Moderate Engagement
144454,1,Low Engagement / At-Risk
144455,0,High Engagement
144456,0,High Engagement
144457,2,Moderate Engagement
144458,2,Moderate Engagement
144459,0,High Engagement
144460,0,High Engagement
144461,0,High Engagement
144462,3,Occasional / Content-Light
144463,0,High Engagement
144464,2,Moderate Engagement
144465,1,Low Engagement / At-Risk
144466,3,Occasional / Content-Light
144467,0,High Engagement
144468,3,Occasional / Content-Light
144469,0,High Engagement
144470,0,High Engagement
144471,1,Low Engagement / At-Risk
144472,0,High Engagement
144473,2,Moderate Engagement
144474,3,Occasional / Content-Light
144475,2,Moderate Engagement
144476,1,Low Engagement / At-Risk
144477,2,Moderate Engagement
144478,3,Occasional / Content-Light
144479,2,Moderate Engagement
144480,2,Moderate Engagement
144481,1,Low Engagement / At-Risk
144482,0,High Engagement
144483,1,Low Engagement / At-Risk
144484,0,High Engagement
144485,0,High Engagement
144486,3,Occasional / Content-Light
144487,2,Moderate Engagement
144488,0,High Engagement
144489,1,Low Engagement / At-Risk
144490,2,Moderate Engagement
144491,1,Low Engagement / At-Risk
144492,3,Occasional / Content-Light
144493,2,Moderate Engagement
144494,0,High Engagement
144495,3,Occasional / Content-Light
144496,0,High Engagement
144497,0,High Engagement
144498,2,Moderate Engagement
144499,2,Moderate Engagement
144500,1,Low Engagement / At-Risk
144501,1,Low Engagement / At-Risk
144502,0,High Engagement
144503,3,Occasional / Content-Light
144504,3,Occasional / Content-Light
144505,0,High Engagement
144506,0,High Engagement
144507,1,Low Engagement / At-Risk
144508,2,Moderate Engagement
144509,0,High Engagement
144510,1,Low Engagement / At-Risk
144511,3,Occasional / Content-Light
144512,1,Low Engagement / At-Risk
144513,2,Moderate Engagement
144514,2,Moderate Engagement
144515,2,Moderate Engagement
144516,3,Occasional / Content-Light
144517,3,Occasional / Content-Light
144518,3,Occasional / Content-Light
144519,2,Moderate Engagement
144520,3,Occasional / Content-Light
144521,3,Occasional / Content-Light
144522,2,Moderate Engagement
144523,0,High Engagement
144524,3,Occasional / Content-Light
144525,1,Low Engagement / At-Risk
144526,0,High Engagement
144527,0,High Engagement
144528,3,Occasional / Content-Light
144529,0,High Engagement
144530,1,Low Engagement / At-Risk
144531,3,Occasional / Content-Light
144532,0,High Engagement
144533,0,High Engagement
144534,0,High Engagement
144535,0,High Engagement
144536,2,Moderate Engagement
144537,1,Low Engagement / At-Risk
144538,3,Occasional / Content-Light
144539,2,Moderate Engagement
144540,2,Moderate Engagement
144541,2,Moderate Engagement
144542,3,Occasional / Content-Light
144543,3,Occasional / Content-Light
144544,0,High Engagement
144545,0,High Engagement
144546,0,High Engagement
144547,2,Moderate Engagement
144548,2,Moderate Engagement
144549,3,Occasional / Content-Light
144550,0,High Engagement
144551,0,High Engagement
144552,0,High Engagement
144553,0,High Engagement
144554,3,Occasional / Content-Light
144555,2,Moderate Engagement
144556,3,Occasional / Content-Light
144557,1,Low Engagement / At-Risk
144558,1,Low Engagement / At-Risk
144559,3,Occasional / Content-Light
144560,1,Low Engagement / At-Risk
144561,2,Moderate Engagement
144562,1,Low Engagement / At-Risk
144563,2,Moderate Engagement
144564,0,High Engagement
144565,1,Low Engagement / At-Risk
144566,1,Low Engagement / At-Risk
144567,0,High Engagement
144568,1,Low Engagement / At-Risk
144569,2,Moderate Engagement
144570,2,Moderate Engagement
144571,1,Low Engagement / At-Risk
144572,2,Moderate Engagement
144573,0,High Engagement
144574,3,Occasional / Content-Light
144575,1,Low Engagement / At-Risk
144576,1,Low Engagement / At-Risk
144577,3,Occasional / Content-Light
144578,1,Low Engagement / At-Risk
144579,0,High Engagement
144580,0,High Engagement
144581,1,Low Engagement / At-Risk
144582,1,Low Engagement / At-Risk
144583,0,High Engagement
144584,0,High Engagement
144585,3,Occasional / Content-Light
144586,3,Occasional / Content-Light
144587,1,Low Engagement / At-Risk
144588,2,Moderate Engagement
144589,2,Moderate Engagement
144590,2,Moderate Engagement
144591,0,High Engagement
144592,0,High Engagement
144593,3,Occasional / Content-Light
144594,3,Occasional / Content-Light
144595,0,High Engagement
144596,0,High Engagement
144597,3,Occasional / Content-Light
144598,3,Occasional / Content-Light
144599,1,Low Engagement / At-Risk
144600,0,High Engagement
144601,3,Occasional / Content-Light
144602,2,Moderate Engagement
144603,1,Low Engagement / At-Risk
144604,0,High Engagement
144605,1,Low Engagement / At-Risk
144606,1,Low Engagement / At-Risk
144607,2,Moderate Engagement
144608,1,Low Engagement / At-Risk
144609,2,Moderate Engagement
144610,0,High Engagement
144611,2,Moderate Engagement
144612,2,Moderate Engagement
144613,0,High Engagement
144614,2,Moderate Engagement
144615,1,Low Engagement / At-Risk
144616,1,Low Engagement / At-Risk
144617,3,Occasional / Content-Light
144618,1,Low Engagement / At-Risk
144619,0,High Engagement
144620,0,High Engagement
144621,0,High Engagement
144622,2,Moderate Engagement
144623,3,Occasional / Content-Light
144624,1,Low Engagement / At-Risk
144625,3,Occasional / Content-Light
144626,3,Occasional / Content-Light
144627,2,Moderate Engagement
144628,2,Moderate Engagement
144629,3,Occasional / Content-Light
144630,1,Low Engagement / At-Risk
144631,3,Occasional / Content-Light
144632,0,High Engagement
144633,3,Occasional / Content-Light
144634,0,High Engagement
144635,1,Low Engagement / At-Risk
144636,1,Low Engagement / At-Risk
144637,3,Occasional / Content-Light
144638,3,Occasional / Content-Light
144639,0,High Engagement
144640,1,Low Engagement / At-Risk
144641,0,High Engagement
144642,0,High Engagement
144643,3,Occasional / Content-Light
144644,1,Low Engagement / At-Risk
144645,0,High Engagement
144646,1,Low Engagement / At-Risk
144647,2,Moderate Engagement
144648,2,Moderate Engagement
144649,3,Occasional / Content-Light
144650,0,High Engagement
144651,1,Low Engagement / At-Risk
144652,0,High Engagement
144653,2,Moderate Engagement
144654,1,Low Engagement / At-Risk
144655,2,Moderate Engagement
144656,1,Low Engagement / At-Risk
144657,1,Low Engagement / At-Risk
144658,1,Low Engagement / At-Risk
144659,0,High Engagement
144660,2,Moderate Engagement
144661,1,Low Engagement / At-Risk
144662,2,Moderate Engagement
144663,3,Occasional / Content-Light
144664,0,High Engagement
144665,1,Low Engagement / At-Risk
144666,1,Low Engagement / At-Risk
144667,0,High Engagement
144668,1,Low Engagement / At-Risk
144669,3,Occasional / Content-Light
144670,0,High Engagement
144671,1,Low Engagement / At-Risk
144672,1,Low Engagement / At-Risk
144673,0,High Engagement
144674,2,Moderate Engagement
144675,1,Low Engagement / At-Risk
144676,2,Moderate Engagement
144677,1,Low Engagement / At-Risk
144678,2,Moderate Engagement
144679,1,Low Engagement / At-Risk
144680,0,High Engagement
144681,2,Moderate Engagement
144682,0,High Engagement
144683,0,High Engagement
144684,0,High Engagement
144685,0,High Engagement
144686,2,Moderate Engagement
144687,1,Low Engagement / At-Risk
144688,0,High Engagement
144689,1,Low Engagement / At-Risk
144690,0,High Engagement
144691,1,Low Engagement / At-Risk
144692,1,Low Engagement / At-Risk
144693,1,Low Engagement / At-Risk
144694,1,Low Engagement / At-Risk
144695,1,Low Engagement / At-Risk
144696,3,Occasional / Content-Light
144697,0,High Engagement
144698,1,Low Engagement / At-Risk
144699,0,High Engagement
144700,0,High Engagement
144701,3,Occasional / Content-Light
144702,2,Moderate Engagement
144703,1,Low Engagement / At-Risk
144704,1,Low Engagement / At-Risk
144705,0,High Engagement
144706,1,Low Engagement / At-Risk
144707,3,Occasional / Content-Light
144708,0,High Engagement
144709,0,High Engagement
144710,0,High Engagement
144711,0,High Engagement
144712,1,Low Engagement / At-Risk
144713,0,High Engagement
144714,0,High Engagement
144715,0,High Engagement
144716,1,Low Engagement / At-Risk
144717,2,Moderate Engagement
144718,0,High Engagement
144719,3,Occasional / Content-Light
144720,1,Low Engagement / At-Risk
144721,1,Low Engagement / At-Risk
144722,0,High Engagement
144723,2,Moderate Engagement
144724,2,Moderate Engagement
144725,0,High Engagement
144726,2,Moderate Engagement
144727,0,High Engagement
144728,2,Moderate Engagement
144729,2,Moderate Engagement
144730,3,Occasional / Content-Light
144731,0,High Engagement
144732,3,Occasional / Content-Light
144733,2,Moderate Engagement
144734,0,High Engagement
144735,2,Moderate Engagement
144736,0,High Engagement
144737,0,High Engagement
144738,0,High Engagement
144739,1,Low Engagement / At-Risk
144740,0,High Engagement
144741,3,Occasional / Content-Light
144742,3,Occasional / Content-Light
144743,3,Occasional / Content-Light
144744,0,High Engagement
144745,1,Low Engagement / At-Risk
144746,3,Occasional / Content-Light
144747,0,High Engagement
144748,0,High Engagement
144749,1,Low Engagement / At-Risk
144750,1,Low Engagement / At-Risk
144751,3,Occasional / Content-Light
144752,2,Moderate Engagement
144753,1,Low Engagement / At-Risk
144754,3,Occasional / Content-Light
144755,0,High Engagement
144756,3,Occasional / Content-Light
144757,1,Low Engagement / At-Risk
144758,0,High Engagement
144759,0,High Engagement
144760,2,Moderate Engagement
144761,3,Occasional / Content-Light
144762,0,High Engagement
144763,2,Moderate Engagement
144764,1,Low Engagement / At-Risk
144765,2,Moderate Engagement
144766,3,Occasional / Content-Light
144767,2,Moderate Engagement
144768,0,High Engagement
144769,1,Low Engagement / At-Risk
144770,0,High Engagement
144771,3,Occasional / Content-Light
144772,0,High Engagement
144773,2,Moderate Engagement
144774,1,Low Engagement / At-Risk
144775,1,Low Engagement / At-Risk
144776,2,Moderate Engagement
144777,0,High Engagement
